variable,descripcion,tablas_fuente,dominio,p_featuregroup
prm_slddir12m,Cantidad del promedio de saldo directo de los últimos 12 meses,e_perm_aws.t_agg_dts_micemp_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
prm_sldtot03m,Cantidad del promedio de saldo total de los últimos 03 meses,e_perm_aws.t_agg_dts_micemp_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_entrpm01m12,Cantidad de entidades reportantes del último mes vs los últimos 12 meses categorizado,e_perm_aws.t_agg_dts_micemp_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
max_ctdentrep12m,Maxima cantidad de entidades reportantes de los últimos 12 meses,e_perm_aws.t_agg_dts_micemp_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
prm_pctsldnor12m,Cantidad del promedio del porcentaje del saldo normal de los últimos 12 meses categorizado,e_perm_aws.t_agg_dts_micemp_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
prm_totconsum03m,Cantidad del promedio total de consumo de los últimos 03 meses,e_perm_aws.t_agg_dts_micemp_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
flg_buro,Identificador de los registros del universo del reporte buró juridico,e_perm_aws.t_agg_dts_micemp_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
max_ctdentreprleg03m,Cantidad del máximo número de entidades en los 3 últimos meses del representante legal,t_mst_rep_legal_sunat_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
nro_peorclf06m,Peor clasificación SBS en los 6 últimos meses,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_mesesdissldcrdneg09m,Cantidad del número de meses que disminuye el saldo en créditos negocios en los 9 últimos meses,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
pct_maxdissldneg06m,Cantidad del porcentaje máxima disminución del saldo negocio en los 6 últimos meses,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
pct_mesesclf_nor,Cantidad del porcentaje de meses con clasificación 100porcentaje normal,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_mesatrasoreprleg06m_buromedem,Cantidad del número de meses con atraso en los 6 últimos meses del representante legal,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
nro_mesatrasoreprleg,Mes más reciente que ha presentado atraso el representante legal,t_mst_rep_legal_sunat_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
max_ctdentcrdneg03m,Máximo número de entidades en créditos negocio en los 3 últimos meses,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
prm_importexport06m,Cantidad del promedio de importación y exportación en los 6 últimos meses,e_perm_aws.mst_vpc_adex,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_mesesimportexport06m_burosegpj,Campo que indica el número de meses que importa o exporta en los 6um + ciiu,"e_perm_aws.mst_vpc_adex, e_perm_aws.t_mst_princ_sunat_rsk",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_mesesimportexport06m_buromedem,Número de meses que importación o exportación en los 6 últimos meses,e_perm_aws.mst_vpc_adex,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_mesessobregiro06m,Número de meses con sobregiro en los 6 últimos meses,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
flg_sldmax1mm12m,Indicador si presento un saldo máximo de un millón en los 12 últimos meses,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
flg_sobregiro03m_buromedem,Indicador si presenta sobregiro en los 3 últimos meses,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
flg_sobregiro03m_burosegpj,si presentó sobregiro 3 últimos meses más promedio del porcentaje de saldo sobregiro 3 últimos meses,"e_perm_aws.t_fact_report_rcc_rsk, dim_tiempo",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_mesescongel09m,Número de meses congelados en los últimos 9 meses,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
max_diaatrasocrdneg06m,Cantidad del máximo días de atraso en créditos negocios 6 últimos meses,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
nro_mesatrasocrdneg03m,Mes más reciente con atraso en créditos negocios 3 últimos meses,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_mesatraso03m,Cantidad del número de meses con atrasos en los 3 últimos meses,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_mesesdissldtot09m,Número meses disminución de saldo total,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_mesessldnegclasifnor03m,Número de meses con saldo negocio con clasificación normal en los 3 meses,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_entconyugue03m,Número de entidades en los 3 meses del conyuge,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_mesesdisentnonor06m,Número de meses disminucion de número entidades nor normales,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctg_ratsldneg03m06m,"Categoria del ratio saldo negocio en los últimos 3 meses/ saldo negocio en los últimos 6 meses (se categoriza por grupo 1,2,3)",e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
nro_mdismsldneg06m,Número de meses con disminución de saldo negocio en los últimos 6 meses,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
peor_clasifconyuge06m,Peor clasificación en los 6 meses del conyuge,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
max_datrconyugue06m,Cantidad del máximo días de atraso en los últimos 6 meses del conyuge,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
nro_entnonor06m,Cantidad de número de entidades no normal en los últimos 6 meses,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
rat_sldnegnor06m,Ratio del saldo negocio normal en los últimos 6 meses / el saldo negocio en los últimos 6 meses,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_meses_diasatras03m,Cantidad de número de meses con días de atraso en los últimos 3 meses,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
max_datrneg06m,,e_perm_aws.t_fact_report_rcc_rsk,,ibk-fs-group-emp-rcc-mes
nro_entneg03m,Cantidad del número de entidades negocio en los últimos 3 meses,e_perm_aws.t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_entratsldnoprin06m,máximo número de entidades en 3 últimos meses más ratio x saldo 3 últimos meses en la no principales y entre x saldo 6 últimos meses en la no  el principales,"e_perm_aws.t_fact_report_rcc_rsk, dim_tiempo",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_mesesdissldcrdneg06m,el número de meses que disminuye el porcentaje no normal en créditos negocios en los 6 últimos meses,"e_perm_aws.t_fact_report_rcc_rsk, dim_tiempo",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_mesesdisslddir06m,el número de meses que disminuye el porcentaje del saldo directo en las principales entidades en los 6 últimos meses,"e_perm_aws.t_fact_report_rcc_rsk, dim_tiempo",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_pctslddrcent06m,el promedio del porcentaje del saldo directo en las principales entidades en los 6 últimos meses,"e_perm_aws.t_fact_report_rcc_rsk, dim_tiempo",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
flg_entnonorpcgara06m,si presenta un entidad no normal en los 6 últimos meses más promedio del porcentaje de garantía preferida en los 6 últimos meses,"e_perm_aws.t_fact_report_rcc_rsk, dim_tiempo",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
max_ctdincmntimportexport06m,el máximo aumento en el monto de importación y exportación en los 6 últimos meses más ciiu,"e_perm_aws.mst_vpc_adex, e_perm_aws.t_mst_princ_sunat_rsk",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
max_pctincrslddirent06m,el máximo aumento del porcentaje del saldo directo en las principales entidades en los 6 últimos meses,"e_perm_aws.t_fact_report_rcc_rsk, dim_tiempo",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
pct_mesesgiro06m,el porcentaje de meses con sobregiro,"e_perm_aws.t_fact_report_rcc_rsk, dim_tiempo",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
prm_mntimportexport03m,el promedio del monto de importación más exportación en los 3 últimos meses más ciiu,"e_perm_aws.mst_vpc_adex, e_perm_aws.t_mst_princ_sunat_rsk",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
prm_pcsldreesjud06m,el promedio del porcentaje del saldo en reestructurado judicial en los 6 últimos meses,"e_perm_aws.t_fact_report_rcc_rsk, dim_tiempo",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
prm_pctpeorsldnonor06m,el promedio del porcentaje del saldo en clasificación no normal en los 6 últimos meses,"e_perm_aws.t_fact_report_rcc_rsk, dim_tiempo",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
prm_sld_act24m,Media saldo sobregiros y avances e ncta persona jurídica en los últimos 24 meses sobre el saldo total activos en los últimos 24 meses,"e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_ifrs_rcddeta_rsk",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
rat_imp_act12m,Amortización media últimos 12 mess sobre el importe activos total promedio 12 meses del cliente,e_perm_aws.t_ifrs_rcddeta_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
prm_sld_cp24m,Media saldo activos corto plazo en los últimos 24 meses/saldo total activos en los últimos 24 meses,e_perm_aws.t_ifrs_rcddeta_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
rat_ebitda_anua,Ratio ebitda anual,e_perm_aws.t_rel_cef_cliente_periodo_cta_vig,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
rat_slspas_sldact01m,Importe todos pasivos último mes sobre el importe activos total último mes,"e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_ifrs_rcddeta_rsk",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
cnt_sld_tot12m,Cantidad de saldo total en los últimos 12 meses,e_perm_aws.t_ifrs_rcddeta_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
fch_eeff,Fecha de estado financiero del penultimo mes,e_perm_aws.t_rel_cef_cliente_periodo_cta_vig,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
est_periodo,Campo estado periódo,e_perm_aws.t_rel_cef_cliente_periodo_cta_vig,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
rat_solvtotpascorr,Identifica ratio de solvencia,e_perm_aws.t_rel_cef_cliente_periodo_cta_vig,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
cod_tipoeeff,Código tipo estado financiero,e_perm_aws.t_rel_cef_cliente_periodo_cta_vig,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
des_tipoeeff,Descripcion de tipo de estado financiero del cliente,e_perm_aws.t_rel_cef_cliente_periodo_cta_vig,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
nro_meses_atraso_m12,Número de meses con atraso superior a 15 días en último año,"t_mst_ctaibk_rsk, t_agg_rating_inf_hist_rsk, t_fact_report_rcc_rsk",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
flg_peor_exp_cred_m6,"Peor experiencia en creditos vigentes, refinanciados, reestructurados, vencidos y en cobranza judicial en últimos 6 meses","t_mst_ctaibk_rsk, t_agg_rating_inf_hist_rsk, t_fact_report_rcc_rsk",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
ctd_fac_pago_50_1m,cantidad de facilidad de pago en la que el cliente se mantuvo en alto riesgo (clasificación interna) en ibk  en el ultimo mes.  Solo se calcula para aquellos clientes que tienen días de mora > 0 y son solo cliente ibk,t_cob_segmentacion_portafolio_hist,ibk-fs-acoe-cob,ibk-fs-group-per-pagos-mes
ctd_fac_pago_60_1m,cantidad de facilidades de pago en la que el cliente se mantuvo en bajo riesgo (clasificación interna) en ibk  en el ultimo mes. Solo se calcula para aquellos clientes que tienen días de mora > 0 y son solo cliente ibk,t_cob_segmentacion_portafolio_hist,ibk-fs-acoe-cob,ibk-fs-group-per-pagos-mes
max_dmribk06m,Maximo dias de mora en IBK en los u6m,"ds_comportcr_rsk, ds_fs_tarjeta_rsk",ibk-fs-acoe-cob,ibk-fs-group-per-pagos-mes
max_pctsldimpago12m,Maximo porcentaje de saldo impago en el u1a,t_fact_report_rcc_rsk,ibk-fs-acoe-cob,ibk-fs-group-per-pagos-mes
nro_tpagos_1m,Número de pagos realizados por diferentes canales en el último 1 mes en ibk,t_rsk_vars_abono_cobranza,ibk-fs-acoe-cob,ibk-fs-group-per-pagos-mes
pagotc3m,Promedio en soles de pago de tarjeta crédito dentro de los últimos 3 meses,T_RSK_VAR_TRANSACC_TOT,ibk-fs-acoe-cob,ibk-fs-group-per-pagos-mes
prm_diamorasldppibk_12m,Promedio de días en mora en Préstamo Personal IBK en el último año,t_rsk_bkp_cierre_mensual,ibk-fs-acoe-cob,ibk-fs-group-per-pagos-mes
rat_datrasoibkssff_12m,ibk-fs-acoe-per-rskfinac-mes,"ds_fs_tarjeta_rsk, t_fact_report_rcc_rsk",ibk-fs-acoe-cob,ibk-fs-group-per-pagos-mes
rat_maxsldpeorclf_03m06m,Ratio entre los máximos saldos en peor clasificación deudor en el SSFF de los últimos 3 meses y de los últimos 6 meses,"t_rsk_bkp_cierre_mensual, t_fact_report_rcc_rsk",ibk-fs-acoe-cob,ibk-fs-group-per-pagos-mes
var_prm_imp_ult_trans_1m_6m,Variación absoluta del promedio del monto de la ultima cuota pagada en el ultimo mes respecto a los ultimos 6 meses en ibk para prestamos personales,hpc_rt_rep_info_personal,ibk-fs-acoe-cob,ibk-fs-group-per-pagos-mes
componente10_pls,"Décimo componente Intercorp: Ticket Promedio de los últimos 6 meses, Porcentaje de compra con tarjeta de débito en el 12 mes en Supermercados Peruanos, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Supermercados Peruanos, Porcentaje de compra en efectivo en el 12 mes en Supermercados Peruanos, Monto De Compras Realizadas Por El Canal Presencial En Los Últimos 12 Meses, Monto promedio neto en soles de las compras realizadas por el cliente en Supermercados Peruanos en los últimos 12 meses en el rubro comestibles especiales, Monto De Compras Realizadas En Oechsle Por El Canal Presencial En Los Últimos 12 Meses, Sumatoria de los seguros, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro panadería y pastelería, Monto promedio neto en soles de las compras realizadas por el cliente en Oechsle en los últimos 12 meses, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Farmacias Peruanas en el rubro marca, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro pescados y mariscos, Código del establecimiento de compra, Monto promedio neto en soles de las compras realizadas por el cliente en Promart en los últimos 12 meses en el rubro jardín y temp.",infingr_dscs_cli,ibk-fs-acoe-intercorp,ibk-fs-group-ibk-itcx-mes
componente11_pls,"Decimo primer componente Intercorp: Ticket Promedio de los últimos 6 meses, Porcentaje de compra con tarjeta de débito en el 12 mes en Supermercados Peruanos, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Supermercados Peruanos, Monto De Compras Realizadas Por El Canal Presencial En Los Últimos 12 Meses, Máximo valor neto en soles de producto comprado por en cliente en Farmacias Peruanas de los últimos 6 meses en el rubro marca, Prima bruta neta de seguro soat, Máximo valor neto en soles de producto comprado por en cliente en Farmacias Peruanas de los últimos 12 meses en el rubro marca, Promedio de las compras presencial realizadas por el cliente en los últimos 6 meses en Supermercados Peruanos, Monto De Compras Realizadas En Oechsle Por El Canal Presencial En Los Últimos 12 Meses, Sumatoria de los seguros, Prima bruta neta de seguro vida, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro panadería y pastelería, Monto promedio neto en soles de las compras realizadas por el cliente en Oechsle en los últimos 12 meses, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Farmacias Peruanas en el rubro marca, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Farmacias Peruanas en el rubro dermacosmetica, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro pescados y mariscos.",infingr_dscs_cli,ibk-fs-acoe-intercorp,ibk-fs-group-ibk-itcx-mes
componente12_pls,"Decimo segundo componente Intercorp: Ticket Promedio de los últimos 6 meses, Porcentaje de compra con tarjeta de débito en el 12 mes en Supermercados Peruanos, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro lacteos y congelados, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro frutas y verduras, Monto promedio neto en soles de las compras realizadas por el cliente en Supermercados Peruanos en los últimos 12 meses en el rubro comestibles especiales, Máximo valor neto en soles de producto comprado por en cliente en Farmacias Peruanas de los últimos 6 meses en el rubro marca, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro fiambres y quesos, Máximo valor neto en soles de producto comprado por en cliente en Farmacias Peruanas de los últimos 12 meses en el rubro marca, Sumatoria de los seguros, Prima bruta neta de seguro vida, Porcentaje de compra con tarjeta de débito en el 12 mes en Promart, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Farmacias Peruanas en el rubro dermacosmetica, Rubro que tiene mayor transacción en el mes de los últimos 12 meses, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro pescados y mariscos, Código del establecimiento de compra, Monto promedio neto en soles de las compras realizadas por el cliente en Promart en los últimos 12 meses en el rubro jardín y temp.",infingr_dscs_cli,ibk-fs-acoe-intercorp,ibk-fs-group-ibk-itcx-mes
componente13_pls,"Decimo tercer componente Intercorp: Ticket Promedio de los últimos 6 meses, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro lacteos y congelados, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Supermercados Peruanos, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro frutas y verduras, Monto promedio neto en soles de las compras realizadas por el cliente en Supermercados Peruanos en los últimos 12 meses en el rubro comestibles especiales, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro fiambres y quesos, Prima bruta neta de seguro soat, Monto promedio neto en soles de las compras realizadas por el cliente en Promart en los últimos 12 meses, Sumatoria de los seguros, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro panadería y pastelería, Porcentaje de compra con tarjeta de débito en el 12 mes en Promart, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Farmacias Peruanas en el rubro marca, Rubro que tiene mayor transacción en el mes de los últimos 12 meses, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro pescados y mariscos, Código del establecimiento de compra, Monto promedio neto en soles de las compras realizadas por el cliente en Promart en los últimos 12 meses en el rubro jardín y temp.",infingr_dscs_cli,ibk-fs-acoe-intercorp,ibk-fs-group-ibk-itcx-mes
componente14_pls,"Décimo cuarto componente Intercorp: Ticket Promedio de los últimos 6 meses, Porcentaje de compra con tarjeta de débito en el 12 mes en Supermercados Peruanos, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro lacteos y congelados, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Supermercados Peruanos, Porcentaje de compra en efectivo en el 12 mes en Supermercados Peruanos, Monto De Compras Realizadas Por El Canal Presencial En Los Últimos 12 Meses, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro frutas y verduras, Monto promedio neto en soles de las compras realizadas por el cliente en Supermercados Peruanos en los últimos 12 meses en el rubro comestibles especiales, Máximo valor neto en soles de producto comprado por en cliente en Farmacias Peruanas de los últimos 6 meses en el rubro marca, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro fiambres y quesos, Prima bruta neta de seguro soat, Máximo valor neto en soles de producto comprado por en cliente en Farmacias Peruanas de los últimos 12 meses en el rubro marca, Monto promedio neto en soles de las compras realizadas por el cliente en Promart en los últimos 12 meses, Sumatoria de los seguros, Código del establecimiento de compra, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro panadería y pastelería, Porcentaje de compra con tarjeta de débito en el 12 mes en Promart, Monto promedio neto en soles de las compras realizadas por el cliente en Oechsle en los últimos 12 meses, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Farmacias Peruanas en el rubro dermacosmetica, Rubro que tiene mayor transacción en el mes de los últimos 12 meses, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro pescados y mariscos, Monto promedio neto en soles de las compras realizadas por el cliente en Promart en los últimos 12 meses en el rubro jardín y temp.",infingr_dscs_cli,ibk-fs-acoe-intercorp,ibk-fs-group-ibk-itcx-mes
